window,pre_acc,pre_f1,post_acc,post_f1,retrain_time_s,mem_diff_mb,features
0,0.761,0.7498418789176967,0.94,0.9368956743724011,0.23,11.21,"f22,f15,f27,f40,f23,f3,f16,f24,f9,f0,f33,f29"
