window,pre_acc,pre_f1,post_acc,post_f1,retrain_time_s,mem_diff_mb,features
0,0.775,0.7667800325360882,0.884,0.8806159550968041,0.96,0.15,"f22,f23,f40,f9,f38,f3,f26,f36,f33,f34,f0,f29"
