model,window,pre_acc,pre_f1,post_acc,post_f1,retrain_time_s,mem_diff_mb,features
LogisticRegression,0,0.514,0.36450491141103253,0.558,0.4814724726063438,2.39,1.21,"f22,f15,f27,f40,f23,f3,f16,f24,f9,f0,f33,f29"
