window,pre_acc,pre_f1,post_acc,post_f1,retrain_time_s,mem_diff_mb,features
0,1.0,1.0,1.0,1.0,0.16,-33.29,"bwd packet length mean,avg bwd segment size,packet length mean,bwd packet length max,average packet size,packet length std,max packet length,bwd packet length std,destination port,init_win_bytes_forward,psh flag count,packet length variance"
