window,pre_acc,pre_f1,post_acc,post_f1,retrain_time_s,mem_diff_mb,features
0,0.801,0.7919126073652785,0.98,0.9799449201308474,0.33,15.84,"f22,f23,f40,f9,f38,f3,f26,f36,f33,f34,f0,f29"
