window,pre_acc,pre_f1,post_acc,post_f1,retrain_time_s,mem_diff_mb,features
0,0.511,0.3490496990515094,0.544,0.4134386243799157,2.64,7.18,"f22,f23,f40,f9,f38,f3,f26,f36,f33,f34,f0,f29"
